,Norm,Value
644,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101826099432113, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
645,761.0721220474794,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487643081271, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
646,761.0721625,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.0581671270364716, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
647,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565926638357, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
648,761.0721658795234,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.0020680033558309542, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
649,761.0721659759529,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544239350546, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
650,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825366964889, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
651,761.0721658,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.01280247151751265, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
652,761.0721660123048,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931995933803, 0.05690798352202253, 0.4102586267795991]"
653,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798437001757, 0.4102586267795991]"
654,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.1517153150020314, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.012802471326740962, 0.06740931895486091, 0.05690798352202253, 0.4102586328929291]"
655,747.875173,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
656,757.1454957976201,"[642.2613595253396, 3.6056508959380746, 1.7739513095616575, 0.5114254946230918, -1.5986681645841538, -5.5866473401256815, 5.469053418323276, 0.9101825963804338, 19.653071026466467, 2.0963253731015468, 0.5787565840396905, -0.002868311664504944, -0.010513393637163752, 0.014581825149678762, 0.004345529034208376, 0.029597058304066334, 0.05690798352202253, 0.4102586267795991]"
657,761.0721657,"[642.2613951609085, 3.60715944831281, 1.8253190270780442, 0.5114254946230918, -1.5598703681292347, -4.928321698523527, 3.151715315002031, 0.9101825963804338, 19.46487614076345, 2.058167096367392, 0.5787565840396905, -0.002068003386646606, -0.007412544349806064, 0.014581825149678762, 0.01280247132674096, 0.06740931895486091, 0.05690798352202253, 0.4102586267795991]"
658,747.8751729905671,"[642.2613928528259, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
659,747.8751738106574,"[642.2613832823855, 3.606656651264603, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
660,747.8751735723906,"[642.2613832823855, 3.6066565975212317, 1.8081964815168088, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
661,747.875173,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114255022439256, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
662,747.8751729902699,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029435109507, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
663,747.8751729903868,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763502349925, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
664,747.8751729901614,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.924161407917007, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
665,747.875173,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101826099432113, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
666,747.8751303287379,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527608060315153, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
667,747.8751697370955,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865528040574, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
668,747.875173,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565926638357, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
669,747.8751729040094,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772777808559, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
670,747.8751728008691,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.00844616065306769, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
671,747.875173,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825366964889, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
672,747.8751729613475,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490711329035, 0.05480523207126272, 0.05690798352202253, 0.4102586267795991]"
673,747.8751729363399,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523288792432, 0.05690798352202253, 0.4102586267795991]"
674,747.875173,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798437001757, 0.4102586267795991]"
675,747.875173,"[642.2613832823855, 3.6066565975212317, 1.808196454572582, 0.5114254946230918, -1.5728029669475412, -5.147763579057579, 3.9241613494424463, 0.9101825963804338, 19.527607769331123, 2.0708865219454435, 0.5787565840396905, -0.002334772812599385, -0.008446160778925293, 0.014581825149678762, 0.009983490562563433, 0.05480523207126272, 0.05690798352202253, 0.4102586328929291]"
676,740.6995577116609,"[642.2613766452052, 3.6056890250619142, 1.7996492660081054, 0.5114254946230918, -1.5776107430332675, -5.271693397657495, 4.244358815360541, 0.9101825963804338, 19.565034343773323, 2.0787268808215584, 0.5787565840396905, -0.002239007670377326, -0.007981938197163538, 0.014581825149678762, 0.010792211894821371, 0.0567518839133816, 0.05690798352202253, 0.4102586267795991]"
677,981.4412172085838,"[157.800131988502, 151.62357182550716, -66.50039276757809, -639.3248606163173, 92.90387301146956, -54.89157921700567, 7.152112864179847, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
678,981.4412172070698,"[157.8001343399072, 151.62357182550716, -66.50039276757809, -639.3248606163173, 92.90387301146956, -54.89157921700567, 7.152112864179847, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
679,981.4412171575401,"[157.800131988502, 151.62357408487443, -66.50039276757809, -639.3248606163173, 92.90387301146956, -54.89157921700567, 7.152112864179847, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
680,981.4412171926198,"[157.800131988502, 151.62357182550716, -66.50039177664502, -639.3248606163173, 92.90387301146956, -54.89157921700567, 7.152112864179847, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
681,981.4412172085838,"[157.800131988502, 151.62357182550716, -66.50039276757809, -639.3248510896345, 92.90387301146956, -54.89157921700567, 7.152112864179847, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
682,981.4412172097348,"[157.800131988502, 151.62357182550716, -66.50039276757809, -639.3248606163173, 92.90387439584515, -54.89157921700567, 7.152112864179847, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
683,981.4412172090169,"[157.800131988502, 151.62357182550716, -66.50039276757809, -639.3248606163173, 92.90387301146956, -54.8915783990574, 7.152112864179847, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
684,981.4412172092364,"[157.800131988502, 151.62357182550716, -66.50039276757809, -639.3248606163173, 92.90387301146956, -54.89157921700567, 7.152112970754633, 0.33549273473010155, 20.129185642757335, 2.687315116324874, 0.8816297535142752, -0.057307547681809824, -0.19470665329740333, 0.7148720765827815, 0.6594968790611873, 2.0563386234110186, 0.8085282811754688, 0.19619677612323105]"
