         2666047 function calls (2625147 primitive calls) in 2.395 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.002    0.000    0.004    0.000 enum.py:1708(convert_class)
        1    0.000    0.000    0.004    0.004 frame.py:509(DataFrame)
        1    0.000    0.000    0.004    0.004 arrayprint.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _rotation_groups.py:1(<module>)
       18    0.000    0.000    0.004    0.000 rcsetup.py:827(validate_cycler)
     7168    0.002    0.000    0.004    0.000 typing.py:1161(_is_dunder)
 3397/994    0.003    0.000    0.004    0.000 _parser.py:178(getwidth)
     2262    0.001    0.000    0.004    0.000 typing.py:166(_type_convert)
       13    0.001    0.000    0.004    0.000 enum.py:919(_convert_)
        2    0.000    0.000    0.004    0.002 plotter.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _root.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _linprog.py:1(<module>)
    29773    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
      126    0.000    0.000    0.004    0.000 typing.py:747(Optional)
        1    0.000    0.000    0.004    0.004 generic.py:244(NDFrame)
      598    0.002    0.000    0.004    0.000 push_pull_rod.py:59(rotate_rod)
        1    0.000    0.000    0.004    0.004 ssl.py:1(<module>)
        2    0.000    0.000    0.004    0.002 transforms.py:1(<module>)
     7213    0.002    0.000    0.004    0.000 scanner.py:145(need_more_tokens)
    73/21    0.000    0.000    0.004    0.000 typing.py:1326(_determine_new_args)
     9306    0.003    0.000    0.004    0.000 push_pull_rod.py:176(_reset_bellcrank_position)
       48    0.000    0.000    0.004    0.000 __init__.py:1355(_add_data_doc)
      264    0.000    0.000    0.004    0.000 typing.py:1485(copy_with)
    73/21    0.000    0.000    0.004    0.000 typing.py:1355(_make_substitution)
    31332    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.004    0.004 font_manager.py:1567(_load_fontmanager)
        2    0.000    0.000    0.004    0.002 arrayprint.py:519(decorating_function)
        2    0.000    0.000    0.004    0.002 dtypes.py:1(<module>)
        4    0.000    0.000    0.004    0.001 __init__.py:274(load)
        2    0.000    0.000    0.004    0.002 algorithms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cm.py:32(_gen_cmap_registry)
        1    0.000    0.000    0.004    0.004 axes_assembly.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ewm.py:1(<module>)
     5670    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.004    0.004 font_manager.py:972(json_load)
       22    0.000    0.000    0.004    0.000 core.py:4930(parseImpl)
       10    0.000    0.000    0.004    0.000 core.py:5642(__init__)
       89    0.000    0.000    0.004    0.000 typing.py:521(__getitem__)
        1    0.000    0.000    0.004    0.004 artist.py:1(<module>)
        4    0.000    0.000    0.004    0.001 __init__.py:299(loads)
        3    0.000    0.000    0.004    0.001 accessor.py:1(<module>)
      390    0.000    0.000    0.004    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
     30/9    0.000    0.000    0.004    0.000 core.py:4524(leave_whitespace)
        4    0.000    0.000    0.004    0.001 decoder.py:332(decode)
       20    0.001    0.000    0.004    0.000 lights.py:1135(from_vtk)
        4    0.001    0.000    0.004    0.001 decoder.py:343(raw_decode)
      363    0.000    0.000    0.004    0.000 inspect.py:3093(replace)
        1    0.000    0.000    0.004    0.004 _npyio_impl.py:1(<module>)
      461    0.001    0.000    0.004    0.000 core.py:522(copy)
        1    0.000    0.000    0.004    0.004 _callback.py:1(<module>)
        3    0.000    0.000    0.004    0.001 patches.py:2283(__init_subclass__)
        1    0.000    0.000    0.004    0.004 _dtype_like.py:1(<module>)
        6    0.000    0.000    0.004    0.001 patches.py:2325(pprint_styles)
       86    0.000    0.000    0.003    0.000 typing.py:753(Literal)
     1613    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.003    0.003 defaults.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mathtext.py:1(<module>)
        1    0.000    0.000    0.003    0.003 multipart.py:1(<module>)
      752    0.001    0.000    0.003    0.000 enum.py:1562(__and__)
        1    0.000    0.000    0.003    0.003 version.py:161(Version)
    38/18    0.000    0.000    0.003    0.000 core.py:4512(parseImpl)
        1    0.000    0.000    0.003    0.003 base_component.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _secondary_axes.py:1(<module>)
     6837    0.002    0.000    0.003    0.000 _parser.py:176(append)
        1    0.000    0.000    0.003    0.003 map.py:1(<module>)
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
     9532    0.002    0.000    0.003    0.000 numerictypes.py:288(issubclass_)
      621    0.001    0.000    0.003    0.000 typing_extensions.py:3029(_collect_parameters)
      294    0.000    0.000    0.003    0.000 typing.py:892(__init__)
        1    0.000    0.000    0.003    0.003 string_.py:1(<module>)
        1    0.000    0.000    0.003    0.003 table.py:1(<module>)
    11595    0.003    0.000    0.003    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.003    0.003 ElementTree.py:1(<module>)
        1    0.000    0.000    0.003    0.003 eval.py:1(<module>)
        3    0.000    0.000    0.003    0.001 ops.py:1(<module>)
    26/14    0.000    0.000    0.003    0.000 core.py:4242(parseImpl)
        4    0.000    0.000    0.003    0.001 plotter.py:127(_warn_xserver)
        1    0.000    0.000    0.003    0.003 _pep440.py:1(<module>)
        2    0.000    0.000    0.003    0.002 __init__.py:12(__getattr__)
        1    0.000    0.000    0.003    0.003 tools.py:95(system_supports_plotting)
     1417    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
      462    0.001    0.000    0.003    0.000 copy.py:61(copy)
        2    0.000    0.000    0.003    0.002 interval.py:1(<module>)
        1    0.000    0.000    0.003    0.003 matcher.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tools.py:54(_system_supports_plotting)
     2982    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:74(__new__)
      321    0.001    0.000    0.003    0.000 function_base.py:502(add_newdoc)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
        1    0.000    0.000    0.003    0.003 reader.py:45(Reader)
        2    0.000    0.000    0.003    0.001 _add_newdocs.py:1(<module>)
        2    0.000    0.000    0.003    0.001 testing.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cbook.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _codata.py:1(<module>)
      383    0.001    0.000    0.003    0.000 typing.py:262(_collect_parameters)
        1    0.000    0.000    0.003    0.003 ExifTags.py:21(Base)
      158    0.000    0.000    0.003    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.003    0.003 lexer.py:1(<module>)
       20    0.000    0.000    0.003    0.000 core.py:5040(parseImpl)
        1    0.000    0.000    0.003    0.003 legend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 composite_mapper.py:1(<module>)
   133/64    0.000    0.000    0.003    0.000 core.py:3843(copy)
        3    0.000    0.000    0.003    0.001 request.py:1(<module>)
        1    0.000    0.000    0.003    0.003 filters.py:1(<module>)
       58    0.000    0.000    0.003    0.000 core.py:3066(parseImpl)
        4    0.000    0.000    0.003    0.001 MF52.py:14(__init__)
        1    0.000    0.000    0.003    0.003 spines.py:1(<module>)
     62/9    0.000    0.000    0.003    0.000 core.py:3751(leave_whitespace)
        4    0.000    0.000    0.003    0.001 _process_tir.py:2(__init__)
        3    0.000    0.000    0.003    0.001 _utils.py:1(<module>)
        4    0.000    0.000    0.003    0.001 _process_tir.py:8(_add_tire)
        1    0.000    0.000    0.003    0.003 ImagePalette.py:1(<module>)
        1    0.000    0.000    0.003    0.003 texmanager.py:1(<module>)
        2    0.000    0.000    0.003    0.001 core.py:5932(srange)
        4    0.001    0.000    0.003    0.001 _process_tir.py:14(_import_data)
      158    0.000    0.000    0.003    0.000 {built-in method _abc._abc_register}
     1202    0.001    0.000    0.003    0.000 _linalg.py:148(_commonType)
        1    0.000    0.000    0.003    0.003 _interpolate.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:244(_check_versions)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
     3940    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      794    0.000    0.000    0.003    0.000 __init__.py:164(match)
        1    0.000    0.000    0.003    0.003 charts.py:1(<module>)
    18746    0.003    0.000    0.003    0.000 _parser.py:240(__next)
     1796    0.001    0.000    0.003    0.000 shape_base.py:23(atleast_1d)
        1    0.000    0.000    0.003    0.003 _pep440.py:285(Version)
       24    0.001    0.000    0.003    0.000 util.py:186(_collapse_string_to_ranges)
      617    0.000    0.000    0.003    0.000 _parser.py:98(closegroup)
        4    0.000    0.000    0.003    0.001 plotter.py:2225(enable_trackball_style)
        4    0.000    0.000    0.003    0.001 render_window_interactor.py:528(enable_trackball_style)
        4    0.000    0.000    0.003    0.001 render_window_interactor.py:434(update_style)
        1    0.000    0.000    0.003    0.003 _tricontour.py:1(<module>)
       53    0.000    0.000    0.003    0.000 util.py:240(replaced_by_pep8)
      771    0.001    0.000    0.003    0.000 font_manager.py:931(_json_decode)
      407    0.001    0.000    0.003    0.000 typing.py:345(_remove_dups_flatten)
    11511    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
       17    0.001    0.000    0.003    0.000 dataclasses.py:1247(dataclass)
        1    0.000    0.000    0.003    0.003 core.py:394(ParserElement)
     12/6    0.000    0.000    0.003    0.000 functools.py:977(__get__)
        6    0.000    0.000    0.002    0.000 core.py:3055(re_match)
      547    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
        6    0.000    0.000    0.002    0.000 core.py:3045(re)
       17    0.000    0.000    0.002    0.000 dataclasses.py:568(_init_fn)
        1    0.000    0.000    0.002    0.002 celery_manager.py:1(<module>)
     1262    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.001    0.001    0.002    0.002 mapper.py:1(<module>)
        7    0.000    0.000    0.002    0.000 core.py:2768(__init__)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
      169    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       75    0.000    0.000    0.002    0.000 typing.py:1575(__getitem__)
      599    0.001    0.000    0.002    0.000 push_pull_rod.py:117(spring_damper_length)
       19    0.000    0.000    0.002    0.000 _decorators.py:294(decorate)
        1    0.000    0.000    0.002    0.002 _char_codes.py:1(<module>)
       32    0.000    0.000    0.002    0.000 colors.py:1048(from_list)
      163    0.000    0.000    0.002    0.000 typing.py:1546(__getitem__)
    21680    0.002    0.000    0.002    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
     22/3    0.000    0.000    0.002    0.001 core.py:3944(streamline)
     5429    0.002    0.000    0.002    0.000 {built-in method numpy.array}
      890    0.001    0.000    0.002    0.000 scanner.py:752(scan_to_next_token)
        1    0.000    0.000    0.002    0.002 cli.py:1(<module>)
      111    0.000    0.000    0.002    0.000 rcsetup.py:99(f)
        1    0.000    0.000    0.002    0.002 masked.py:1(<module>)
     30/4    0.000    0.000    0.002    0.001 core.py:3791(streamline)
    32575    0.002    0.000    0.002    0.000 _linalg.py:2562(_norm_dispatcher)
        2    0.000    0.000    0.002    0.001 datetimelike.py:1(<module>)
     1698    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
        1    0.000    0.000    0.002    0.002 resolver.py:1(<module>)
        1    0.000    0.000    0.002    0.002 camera.py:1(<module>)
    15646    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
     2679    0.001    0.000    0.002    0.000 cbook.py:405(_strip_comment)
        1    0.000    0.000    0.002    0.002 celltype.py:1(<module>)
    12888    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
3994/3824    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.002    0.001 _matfuncs.py:1(<module>)
       70    0.001    0.000    0.002    0.000 typing.py:1074(_generic_class_getitem)
        1    0.000    0.000    0.002    0.002 sessions.py:1(<module>)
       72    0.000    0.000    0.002    0.000 enum.py:513(__prepare__)
        4    0.001    0.000    0.002    0.001 _codata.py:1503(parse_constants_2002to2014)
        1    0.000    0.000    0.002    0.002 dataset_adapter.py:1(<module>)
     1697    0.001    0.000    0.002    0.000 __init__.py:102(find_spec)
    32289    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
       86    0.000    0.000    0.002    0.000 auxfuncs.py:602(l_and)
     1693    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1128(find_spec)
     4442    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
     2982    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:82(remove)
     1146    0.001    0.000    0.002    0.000 inspect.py:176(get_annotations)
        4    0.001    0.000    0.002    0.000 renderers.py:50(__init__)
    12115    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
     4437    0.002    0.000    0.002    0.000 reader.py:99(forward)
        1    0.000    0.000    0.002    0.002 _mathtext.py:1(<module>)
      764    0.001    0.000    0.002    0.000 scanner.py:1311(scan_plain_spaces)
     6823    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1222(__enter__)
     6823    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.002    0.002 _base.py:1435(ExcelFile)
        4    0.001    0.000    0.002    0.000 render_window_interactor.py:85(__init__)
       52    0.000    0.000    0.002    0.000 typing.py:1417(copy_with)
        1    0.000    0.000    0.002    0.002 _property.py:1(<module>)
        1    0.000    0.000    0.002    0.002 themes.py:3313(__init__)
        1    0.000    0.000    0.002    0.002 _svds.py:1(<module>)
